"","Artist","ArtistID","ArtistGenres","ArtistPopularity","ArtistNumFollowers","AlbumName","AlbumID","AlbumBestChartPosition","AlbumWeeksOnChart","AlbumWeeksNumberOne","AlbumPopularity","TrackName","TrackID","TrackDuration","TrackNumber","TrackDanceability","TrackEnergy","TrackKey","TrackLoudness","TrackMode","TrackSpeechiness","TrackAcousticness","TrackInstrumentalness","TrackLiveness","TrackValence","TrackTempo","TrackTimeSignature","Release_year","Release_month","Season","isPop","isRock","isFolk","isTechno","isRap","isJazz","isIndie","isMetal","isBlues","isPunk"
"772","Pink Floyd","0k17h0D3J5VfsdmQ1iZtE9","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",81,10321995,"Animals","21jUB9RqplD6OqtsTjKBnO",2,35,0,53,"Dogs","7yWdsy6UHRTun4hkJZJYNq",1025280,2,0.321,0.479,2,-11.395,0,0.049,0.0762,0.00471,0.151,0.139,109.239,4,1977,"January","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"773","Pink Floyd","0k17h0D3J5VfsdmQ1iZtE9","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",81,10321995,"Animals","21jUB9RqplD6OqtsTjKBnO",2,35,0,53,"Pigs (Three Different Ones)","23dTQ4fjLrPPbYHamkJDzo",685880,3,0.419,0.574,4,-12.221,0,0.089,0.102,0.462,0.895,0.345,129.26,4,1977,"January","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"774","Pink Floyd","0k17h0D3J5VfsdmQ1iZtE9","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",81,10321995,"Animals","21jUB9RqplD6OqtsTjKBnO",2,35,0,53,"Sheep","33MQVOulAb4ZlUP2l3yZBG",619079,4,0.28,0.716,9,-12.095,0,0.0986,0.0648,0.512,0.512,0.0616,135.409,4,1977,"January","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"775","Pink Floyd","0k17h0D3J5VfsdmQ1iZtE9","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",81,10321995,"Animals","21jUB9RqplD6OqtsTjKBnO",2,35,0,53,"Pigs On The Wing (Part Two)","2RBSzV75kOKEpRoL1CQ3Ej",86696,5,0.596,0.17,7,-19.58,1,0.043,0.256,4.39e-05,0.0772,0.486,128.585,3,1977,"January","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"776","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Moving","1PtXEYrahu8Vg2rhpJBoqt",181960,1,0.497,0.339,2,-13.513,0,0.0304,0.433,0.000689,0.246,0.196,126.651,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"777","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"The Saxophone Song","4j9dvpEjjIGHuUJDqw8tq8",232840,2,0.383,0.605,9,-11.386,0,0.0375,0.25,5.68e-05,0.14,0.58,138.969,3,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"778","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Strange Phenomena","7FXFAvkVsZ85KzppbQzYs2",178693,3,0.356,0.274,9,-16.3,0,0.0367,0.344,0.321,0.266,0.354,81.535,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"779","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Kite","5oKkU6VSkFSlTx3tP5zMoO",177000,4,0.648,0.63,0,-9.755,0,0.0311,0.573,0.0124,0.0544,0.886,138.987,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"780","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"The Man with the Child in His Eyes","4xjVfArXNQRxAvsUpjmfMt",158693,5,0.249,0.261,0,-10.592,1,0.0334,0.962,0.00154,0.136,0.195,90.007,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"781","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Wuthering Heights","5YSI1311X8t31PBjkBG4CZ",269066,6,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"782","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"James and the Cold Gun","0vC2UIF6GgcQvEdQzjcmKv",216506,7,0.534,0.483,10,-13.655,0,0.0382,0.133,0.0219,0.0838,0.555,133.272,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"783","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Feel It","2XRFaX4lO7wXVbi66EoFLa",182866,8,0.499,0.0967,2,-17.163,0,0.0338,0.915,2.53e-06,0.103,0.203,74.168,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"784","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Oh to Be in Love","628RVPULYzx6bvh8uf0Msn",198093,9,0.663,0.348,6,-13.911,1,0.0285,0.487,0.000406,0.163,0.468,93.961,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"785","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"L'Amour Looks Something Like You","5R2Y1z0PEWOYn4FBa01MJd",148640,10,0.534,0.31,7,-11.711,0,0.0288,0.441,1.8e-05,0.305,0.294,133.547,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"786","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Them Heavy People","1eN1L9mXLFepXpMJNSQng8",185400,11,0.829,0.357,1,-14.899,1,0.0404,0.647,1.21e-05,0.0435,0.894,110.601,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"787","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"Room for the Life","650eiAftcdoorcciUfl61h",245560,12,0.476,0.377,7,-13.568,1,0.0288,0.291,0.00212,0.123,0.508,100.973,4,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"788","Kate Bush","1aSxMhuvixZ8h9dK9jIDwL","art pop,art rock,baroque pop,dance rock,new wave,new wave pop,permanent wave,piano rock,singer-songwriter",64,495278,"The Kick Inside","5NKTuBLCYhN0OwqFiGdXd1",3,71,0,63,"The Kick Inside","2vUImaMvI8zIfFK8Qjmp1k",214773,13,0.33,0.107,1,-17.928,1,0.0371,0.956,0.000416,0.0791,0.179,142.759,3,1978,"February","winter",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"789","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"No Action","2DCJ7WDoGyyRhKHe5jaShu",121093,1,0.35,0.905,4,-4.33,1,0.0716,0.0293,3.59e-05,0.184,0.679,157.785,3,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"790","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"This Year's Girl","6jH1llp3K1tkMnDNXMtC4s",200853,2,0.608,0.626,9,-5.935,1,0.0567,0.0503,0,0.066,0.905,133.409,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"791","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"The Beat","1MDN8WFF2lKuCTwgKY4Ubp",228973,3,0.719,0.764,11,-5.254,0,0.0693,0.143,0,0.106,0.871,133.539,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"792","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Pump It Up","0JgMHia55MBfhfqZIRi3kF",196680,4,0.646,0.785,4,-5.914,1,0.0398,0.0123,0.00039,0.101,0.968,138.977,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"793","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Little Triggers","3ryVLYJeFNIfCdEWMgY9gQ",163640,5,0.47,0.501,5,-8.082,1,0.0557,0.203,1.77e-05,0.0643,0.264,155.627,3,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"794","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"You Belong To Me","0qLBNW2vWF59bniHTj1UK8",143120,6,0.419,0.885,7,-5.953,1,0.0489,0.0302,2.05e-05,0.0494,0.709,171.877,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"795","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Hand In Hand","7bxAniEn5wxHmEfJZkD9dg",156653,7,0.494,0.684,2,-7.008,1,0.0459,0.282,0,0.0587,0.53,140.672,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"796","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"(I Don't Want To Go To) Chelsea","0mq1y8G1tgzDx33qKc8qTZ",190306,8,0.514,0.846,11,-5.456,0,0.0414,0.0827,0.000494,0.0549,0.946,167.002,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"797","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Lip Service","2iICM2WTVmKasZWpMItYdn",159213,9,0.545,0.929,4,-4.775,1,0.0351,0.00468,0.00146,0.261,0.852,150.485,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"798","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Living In Paradise","2SBebKCwFja5h1ifdOt3Nt",227080,10,0.639,0.734,2,-5.966,1,0.0781,0.328,3.4e-06,0.332,0.961,130.628,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"799","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Lipstick Vogue","6TN1KwmAd1mGdyvyslA2F3",213413,11,0.325,0.875,11,-6.945,0,0.0739,0.00664,0.00351,0.12,0.602,149.261,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"800","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Night Rally","7tib1F9yUMXsQhuPrjWPS8",162506,12,0.443,0.627,4,-5.44,1,0.0318,0.357,0,0.63,0.534,100.328,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"801","Elvis Costello & The Attractions","4qmHkMxr6pTWh5Zo74odpH","art rock,dance rock,folk rock,mellow gold,new wave,new wave pop,pop rock,power pop,pub rock,rock,roots rock",56,127575,"This Year's Model","0mUFefHSr0Ovi9vNcUGppt",4,14,0,57,"Radio, Radio","4cZ7dGQZi9duyPn1SY2lgU",186213,13,0.596,0.867,4,-4.734,1,0.0754,0.149,2.63e-06,0.314,0.925,146.719,4,1978,"January","winter",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"802","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Eve of the War","21ScRnJyZCD7sioWBAzGML",547466,1,0.48,0.778,2,-5.922,0,0.0757,0.14,0.0365,0.234,0.447,127.631,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"803","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"Horsell Common and the Heat Ray","0iyNY6LZqalSKnzjs4v5IX",695560,2,0.626,0.752,4,-6.495,1,0.0344,0.0267,0.412,0.2,0.684,109.625,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"804","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Artilleryman and the Fighting Machine","25jZteSzsrGeSlTFLDrJV2",636466,3,0.357,0.726,0,-6.383,0,0.0641,0.0296,0.0168,0.234,0.507,133.084,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"805","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"Forever Autumn","3cscFxpX9fcmhiniTzF7n4",461906,4,0.383,0.675,2,-6.404,0,0.0409,0.277,0.000124,0.636,0.482,124.928,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"806","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"Thunder Child","7ddw2ilaEszKEZepwEzrZW",366693,5,0.422,0.854,2,-4.635,0,0.0666,0.0208,0.000147,0.358,0.458,134.038,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"807","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Red Weed (Part 1)","4R3Zfz7mQBUtPRCr8tmLaS",353400,1,0.227,0.275,0,-16.066,1,0.0425,0.954,0.826,0.654,0.0541,80.405,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"808","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Spirit of Man","5MubuoMbucUwRADFaWtumY",697933,2,0.391,0.787,11,-7.241,0,0.0564,0.0856,7.6e-05,0.375,0.342,133.036,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"809","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Red Weed (Part 2)","5g0qd5ZdyjCX1CnUK8ouKt",324693,3,0.313,0.673,9,-7.358,0,0.053,0.591,0.0337,0.665,0.143,99.276,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"810","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Artilleryman Returns","1cWRrLhA6m2l3iYsRneTEU",87373,4,0.737,0.81,0,-10.683,0,0.0496,0.39,0.00971,0.228,0.828,110.739,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"811","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"Brave New World","0xNS7EGkO2yMgqmZkaVDpg",734600,5,0.413,0.69,8,-8.387,1,0.112,0.368,1.86e-05,0.149,0.254,131.124,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"812","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"Dead London - Part 1","3nquGAO2Vs9OWoKYvuTKm8",515400,6,0.406,0.503,2,-8.868,0,0.039,0.366,0.0695,0.113,0.155,122.914,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"813","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"Epilogue (Part 1)","0RAsH7SrDrQ0vx5dLuRQ6E",151000,7,0.628,0.7,8,-9.363,1,0.0612,0.173,0.0237,0.137,0.686,130.448,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"814","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"Epilogue (Part 2) (NASA)","2wffxGsmOdIFNtIECWL5gY",110266,8,0.459,0.873,6,-10.066,0,0.709,0.695,0,0.68,0.039,119.603,5,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"815","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Spirit of Man 2009","5uEUNSGb7ddmuCuiQTkvrh",256346,9,0.345,0.782,10,-5.542,0,0.0621,0.0779,0,0.147,0.396,133.937,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"816","Jeff Wayne","5bpiFjU6CnEErF1C8gBqvG",NA,44,17073,"The War Of The Worlds","7ligZljXfUtcKPCotWul5g",5,240,0,50,"The Eve Of The War & Forever Autumn Medley","6HuRfookkibc93SwjwLJVi",301453,10,0.386,0.532,2,-7.772,0,0.066,0.412,6.24e-06,0.282,0.374,125.498,4,1978,"June","summer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"817","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"London Calling","5jzma6gCzYtKB1DbEwFZKH",200480,1,0.651,0.801,0,-7.34,1,0.0513,0.123,0,0.0825,0.776,133.763,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"818","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"Brand New Cadillac","7FYkZkF9fog6WS818wJnhl",128266,2,0.52,0.906,9,-6.534,1,0.0601,0.0196,7.96e-05,0.0925,0.868,151.606,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"819","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"Jimmy Jazz","06JxwPA4WAg0LWADJtaldL",234333,3,0.528,0.397,9,-12.024,1,0.0927,0.00554,3.64e-06,0.43,0.579,128.414,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"820","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"Hateful","2FNsNZjUQg3bhx5dWW0pRs",163933,4,0.595,0.86,7,-6.723,1,0.0524,0.0119,0,0.482,0.673,114.112,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"821","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"Rudie Can't Fail","4W9zZsQKsqikYbKM9vcN5Q",208866,5,0.636,0.684,6,-9.37,0,0.0594,0.00312,0,0.0402,0.684,96.988,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"822","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"Spanish Bombs","6wtmql7FJ7SSLuSw8JD8rX",198866,6,0.609,0.798,11,-7.902,0,0.0345,0.0459,0,0.21,0.77,149.047,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"823","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"The Right Profile","33GXePBlErinst4NjAvWuc",234600,7,0.555,0.806,11,-7.534,1,0.075,0.0605,0,0.183,0.818,140.679,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"824","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"Lost in the Supermarket","72boGlgSwUK01n44O2tOCv",226946,8,0.608,0.634,4,-11.24,1,0.0725,0.0568,0.00568,0.116,0.841,147.514,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"825","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,new wave,permanent wave,punk,rock",73,1657038,"London Calling","6FCzvataOZh68j8OKzOt9a",9,20,0,71,"Clampdown","66MwdlxiFMZ8TJGLEJnS7x",229213,9,0.676,0.723,2,-7.61,1,0.0934,0.06,8.72e-05,0.317,0.889,145.334,4,1979,"December","winter",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
