"","Appointment_Date","Appointment_Count","Weekday","MonthYear","Month","patients","all_patients","ratio_patients"
"434",2019-03-10,3,"Sunday","2019-03","03",0,0,0
"435",2019-03-11,10834,"Monday","2019-03","03",0,0,0
"436",2019-03-12,9641,"Tuesday","2019-03","03",0,0,0
"437",2019-03-13,9556,"Wednesday","2019-03","03",0,0,0
"438",2019-03-14,7541,"Thursday","2019-03","03",0,0,0
"439",2019-03-15,9450,"Friday","2019-03","03",0,0,0
"440",2019-03-16,273,"Saturday","2019-03","03",0,0,0
"441",2019-03-17,13,"Sunday","2019-03","03",0,0,0
"442",2019-03-18,10936,"Monday","2019-03","03",0,0,0
"443",2019-03-19,9824,"Tuesday","2019-03","03",0,0,0
"444",2019-03-20,8043,"Wednesday","2019-03","03",0,0,0
"445",2019-03-21,8297,"Thursday","2019-03","03",0,0,0
"446",2019-03-22,9323,"Friday","2019-03","03",0,0,0
"447",2019-03-23,226,"Saturday","2019-03","03",0,0,0
"448",2019-03-24,4,"Sunday","2019-03","03",0,0,0
"449",2019-03-25,10838,"Monday","2019-03","03",0,0,0
"450",2019-03-26,9593,"Tuesday","2019-03","03",0,0,0
"451",2019-03-27,9541,"Wednesday","2019-03","03",0,0,0
"452",2019-03-28,8583,"Thursday","2019-03","03",0,0,0
"453",2019-03-29,9124,"Friday","2019-03","03",0,0,0
"454",2019-03-30,276,"Saturday","2019-03","03",0,0,0
"455",2019-03-31,13,"Sunday","2019-03","03",0,0,0
"456",2019-04-01,10564,"Monday","2019-04","04",0,0,0
"457",2019-04-02,9027,"Tuesday","2019-04","04",0,0,0
"458",2019-04-03,9121,"Wednesday","2019-04","04",0,0,0
"459",2019-04-04,8254,"Thursday","2019-04","04",0,0,0
"460",2019-04-05,8969,"Friday","2019-04","04",0,0,0
"461",2019-04-06,226,"Saturday","2019-04","04",0,0,0
"462",2019-04-07,13,"Sunday","2019-04","04",0,0,0
"463",2019-04-08,10941,"Monday","2019-04","04",0,0,0
"464",2019-04-09,9505,"Tuesday","2019-04","04",0,0,0
"465",2019-04-10,8325,"Wednesday","2019-04","04",0,0,0
"466",2019-04-11,7776,"Thursday","2019-04","04",0,0,0
"467",2019-04-12,9330,"Friday","2019-04","04",0,0,0
"468",2019-04-13,263,"Saturday","2019-04","04",0,0,0
"469",2019-04-14,13,"Sunday","2019-04","04",0,0,0
"470",2019-04-15,10042,"Monday","2019-04","04",0,0,0
"471",2019-04-16,8814,"Tuesday","2019-04","04",0,0,0
"472",2019-04-17,8978,"Wednesday","2019-04","04",0,0,0
"473",2019-04-18,7808,"Thursday","2019-04","04",0,0,0
"474",2019-04-19,24,"Friday","2019-04","04",0,0,0
"475",2019-04-20,49,"Saturday","2019-04","04",0,0,0
"476",2019-04-21,13,"Sunday","2019-04","04",0,0,0
"477",2019-04-22,7,"Monday","2019-04","04",0,0,0
"478",2019-04-23,9242,"Tuesday","2019-04","04",0,0,0
"479",2019-04-24,8556,"Wednesday","2019-04","04",0,0,0
"480",2019-04-25,7652,"Thursday","2019-04","04",0,0,0
"481",2019-04-26,8379,"Friday","2019-04","04",0,0,0
"482",2019-04-27,355,"Saturday","2019-04","04",0,0,0
"483",2019-04-28,15,"Sunday","2019-04","04",0,0,0
"484",2019-04-29,10731,"Monday","2019-04","04",0,0,0
"485",2019-04-30,9821,"Tuesday","2019-04","04",0,0,0
"486",2019-05-01,9773,"Wednesday","2019-05","05",0,0,0
"487",2019-05-02,8478,"Thursday","2019-05","05",0,0,0
"488",2019-05-03,9447,"Friday","2019-05","05",0,0,0
"489",2019-05-04,169,"Saturday","2019-05","05",0,0,0
"490",2019-05-05,13,"Sunday","2019-05","05",0,0,0
"491",2019-05-06,14,"Monday","2019-05","05",0,0,0
"492",2019-05-07,10673,"Tuesday","2019-05","05",0,0,0
"493",2019-05-08,9474,"Wednesday","2019-05","05",0,0,0
"494",2019-05-09,8192,"Thursday","2019-05","05",0,0,0
"495",2019-05-10,9254,"Friday","2019-05","05",0,0,0
"496",2019-05-11,367,"Saturday","2019-05","05",0,0,0
"497",2019-05-12,13,"Sunday","2019-05","05",0,0,0
"498",2019-05-13,10573,"Monday","2019-05","05",0,0,0
"499",2019-05-14,9648,"Tuesday","2019-05","05",0,0,0
"500",2019-05-15,9331,"Wednesday","2019-05","05",0,0,0
"501",2019-05-16,7680,"Thursday","2019-05","05",0,0,0
"502",2019-05-17,9286,"Friday","2019-05","05",0,0,0
"503",2019-05-18,284,"Saturday","2019-05","05",0,0,0
"504",2019-05-19,13,"Sunday","2019-05","05",0,0,0
"505",2019-05-20,10484,"Monday","2019-05","05",0,0,0
"506",2019-05-21,9574,"Tuesday","2019-05","05",0,0,0
"507",2019-05-22,7612,"Wednesday","2019-05","05",0,0,0
"508",2019-05-23,8349,"Thursday","2019-05","05",0,0,0
"509",2019-05-24,9173,"Friday","2019-05","05",0,0,0
"510",2019-05-25,136,"Saturday","2019-05","05",0,0,0
"511",2019-05-26,13,"Sunday","2019-05","05",0,0,0
"512",2019-05-27,5,"Monday","2019-05","05",0,0,0
"513",2019-05-28,9524,"Tuesday","2019-05","05",0,0,0
"514",2019-05-29,9021,"Wednesday","2019-05","05",0,0,0
"515",2019-05-30,7955,"Thursday","2019-05","05",0,0,0
"516",2019-05-31,8296,"Friday","2019-05","05",0,0,0
"517",2019-06-01,398,"Saturday","2019-06","06",0,0,0
"518",2019-06-02,13,"Sunday","2019-06","06",0,0,0
"519",2019-06-03,10251,"Monday","2019-06","06",0,0,0
"520",2019-06-04,9144,"Tuesday","2019-06","06",0,0,0
"521",2019-06-05,9059,"Wednesday","2019-06","06",0,0,0
"522",2019-06-06,8169,"Thursday","2019-06","06",0,0,0
"523",2019-06-07,8922,"Friday","2019-06","06",0,0,0
"524",2019-06-08,247,"Saturday","2019-06","06",0,0,0
"525",2019-06-09,13,"Sunday","2019-06","06",0,0,0
"526",2019-06-10,10609,"Monday","2019-06","06",0,0,0
"527",2019-06-11,9281,"Tuesday","2019-06","06",0,0,0
"528",2019-06-12,9119,"Wednesday","2019-06","06",0,0,0
"529",2019-06-13,7565,"Thursday","2019-06","06",0,0,0
"530",2019-06-14,8632,"Friday","2019-06","06",0,0,0
"531",2019-06-15,378,"Saturday","2019-06","06",0,0,0
"532",2019-06-16,2,"Sunday","2019-06","06",0,0,0
"533",2019-06-17,10411,"Monday","2019-06","06",0,0,0
"534",2019-06-18,8967,"Tuesday","2019-06","06",0,0,0
"535",2019-06-19,7589,"Wednesday","2019-06","06",0,0,0
"536",2019-06-20,8207,"Thursday","2019-06","06",0,0,0
"537",2019-06-21,8886,"Friday","2019-06","06",0,0,0
"538",2019-06-22,207,"Saturday","2019-06","06",0,0,0
"539",2019-06-23,1,"Sunday","2019-06","06",0,0,0
"540",2019-06-24,10389,"Monday","2019-06","06",0,0,0
"541",2019-06-25,9202,"Tuesday","2019-06","06",0,0,0
"542",2019-06-26,9203,"Wednesday","2019-06","06",0,0,0
"543",2019-06-27,7949,"Thursday","2019-06","06",0,0,0
"544",2019-06-28,8893,"Friday","2019-06","06",0,0,0
"545",2019-06-29,290,"Saturday","2019-06","06",0,0,0
"546",2019-06-30,13,"Sunday","2019-06","06",0,0,0
"547",2019-07-01,10931,"Monday","2019-07","07",0,0,0
"548",2019-07-02,9477,"Tuesday","2019-07","07",0,0,0
"549",2019-07-03,9368,"Wednesday","2019-07","07",0,0,0
"550",2019-07-04,8141,"Thursday","2019-07","07",0,0,0
"551",2019-07-05,8792,"Friday","2019-07","07",0,0,0
"552",2019-07-06,324,"Saturday","2019-07","07",0,0,0
"553",2019-07-07,13,"Sunday","2019-07","07",0,0,0
"554",2019-07-08,10589,"Monday","2019-07","07",0,0,0
"555",2019-07-09,9390,"Tuesday","2019-07","07",0,0,0
"556",2019-07-10,9138,"Wednesday","2019-07","07",0,0,0
"557",2019-07-11,7717,"Thursday","2019-07","07",0,0,0
"558",2019-07-12,8802,"Friday","2019-07","07",0,0,0
"559",2019-07-13,243,"Saturday","2019-07","07",0,0,0
"560",2019-07-14,13,"Sunday","2019-07","07",0,0,0
"561",2019-07-15,10185,"Monday","2019-07","07",0,0,0
"562",2019-07-16,9165,"Tuesday","2019-07","07",0,0,0
"563",2019-07-17,8952,"Wednesday","2019-07","07",0,0,0
"564",2019-07-18,7792,"Thursday","2019-07","07",0,0,0
"565",2019-07-19,8252,"Friday","2019-07","07",0,0,0
"566",2019-07-20,235,"Saturday","2019-07","07",0,0,0
"567",2019-07-21,13,"Sunday","2019-07","07",0,0,0
"568",2019-07-22,9592,"Monday","2019-07","07",0,0,0
"569",2019-07-23,8767,"Tuesday","2019-07","07",0,0,0
"570",2019-07-24,8708,"Wednesday","2019-07","07",0,0,0
"571",2019-07-25,7414,"Thursday","2019-07","07",0,0,0
"572",2019-07-26,8193,"Friday","2019-07","07",0,0,0
"573",2019-07-27,287,"Saturday","2019-07","07",0,0,0
"574",2019-07-28,13,"Sunday","2019-07","07",0,0,0
"575",2019-07-29,9793,"Monday","2019-07","07",0,0,0
"576",2019-07-30,8753,"Tuesday","2019-07","07",0,0,0
"577",2019-07-31,8507,"Wednesday","2019-07","07",0,0,0
"578",2019-08-01,7263,"Thursday","2019-08","08",0,0,0
"579",2019-08-02,7987,"Friday","2019-08","08",0,0,0
"580",2019-08-03,294,"Saturday","2019-08","08",0,0,0
"581",2019-08-04,13,"Sunday","2019-08","08",0,0,0
"582",2019-08-05,9719,"Monday","2019-08","08",0,0,0
"583",2019-08-06,8817,"Tuesday","2019-08","08",0,0,0
"584",2019-08-07,8411,"Wednesday","2019-08","08",0,0,0
"585",2019-08-08,7435,"Thursday","2019-08","08",0,0,0
"586",2019-08-09,7806,"Friday","2019-08","08",0,0,0
"587",2019-08-10,186,"Saturday","2019-08","08",0,0,0
"588",2019-08-11,13,"Sunday","2019-08","08",0,0,0
"589",2019-08-12,9546,"Monday","2019-08","08",0,0,0
"590",2019-08-13,8649,"Tuesday","2019-08","08",0,0,0
"591",2019-08-14,8232,"Wednesday","2019-08","08",0,0,0
"592",2019-08-15,7233,"Thursday","2019-08","08",0,0,0
"593",2019-08-16,7795,"Friday","2019-08","08",0,0,0
"594",2019-08-17,264,"Saturday","2019-08","08",0,0,0
"595",2019-08-18,13,"Sunday","2019-08","08",0,0,0
"596",2019-08-19,9626,"Monday","2019-08","08",0,0,0
"597",2019-08-20,8605,"Tuesday","2019-08","08",0,0,0
"598",2019-08-21,8508,"Wednesday","2019-08","08",0,0,0
"599",2019-08-22,6708,"Thursday","2019-08","08",0,0,0
"600",2019-08-23,7724,"Friday","2019-08","08",0,0,0
"601",2019-08-24,106,"Saturday","2019-08","08",0,0,0
"602",2019-08-25,13,"Sunday","2019-08","08",0,0,0
"603",2019-08-26,17,"Monday","2019-08","08",0,0,0
"604",2019-08-27,9451,"Tuesday","2019-08","08",0,0,0
"605",2019-08-28,8926,"Wednesday","2019-08","08",0,0,0
"606",2019-08-29,7361,"Thursday","2019-08","08",0,0,0
"607",2019-08-30,8438,"Friday","2019-08","08",0,0,0
"608",2019-08-31,353,"Saturday","2019-08","08",0,0,0
"609",2019-09-01,91,"Sunday","2019-09","09",0,0,0
"610",2019-09-02,9868,"Monday","2019-09","09",0,0,0
"611",2019-09-03,9044,"Tuesday","2019-09","09",0,0,0
"612",2019-09-04,8978,"Wednesday","2019-09","09",0,0,0
"613",2019-09-05,8028,"Thursday","2019-09","09",0,0,0
"614",2019-09-06,8684,"Friday","2019-09","09",0,0,0
"615",2019-09-07,272,"Saturday","2019-09","09",0,0,0
"616",2019-09-08,13,"Sunday","2019-09","09",0,0,0
"617",2019-09-09,10238,"Monday","2019-09","09",0,0,0
"618",2019-09-10,9093,"Tuesday","2019-09","09",0,0,0
"619",2019-09-11,8802,"Wednesday","2019-09","09",0,0,0
"620",2019-09-12,7592,"Thursday","2019-09","09",0,0,0
"621",2019-09-13,8900,"Friday","2019-09","09",0,0,0
"622",2019-09-14,1174,"Saturday","2019-09","09",0,0,0
"623",2019-09-15,13,"Sunday","2019-09","09",0,0,0
"624",2019-09-16,10642,"Monday","2019-09","09",0,0,0
"625",2019-09-17,9975,"Tuesday","2019-09","09",0,0,0
"626",2019-09-18,7856,"Wednesday","2019-09","09",0,0,0
"627",2019-09-19,8137,"Thursday","2019-09","09",0,0,0
"628",2019-09-20,9060,"Friday","2019-09","09",0,0,0
"629",2019-09-21,1025,"Saturday","2019-09","09",0,0,0
"630",2019-09-22,1,"Sunday","2019-09","09",0,0,0
"631",2019-09-23,11507,"Monday","2019-09","09",0,0,0
"632",2019-09-24,10593,"Tuesday","2019-09","09",0,0,0
"633",2019-09-25,9623,"Wednesday","2019-09","09",0,0,0
"634",2019-09-26,8654,"Thursday","2019-09","09",0,0,0
"635",2019-09-27,9354,"Friday","2019-09","09",0,0,0
"636",2019-09-28,2606,"Saturday","2019-09","09",0,0,0
"637",2019-09-29,13,"Sunday","2019-09","09",0,0,0
"638",2019-09-30,11648,"Monday","2019-09","09",0,0,0
"639",2019-10-01,10492,"Tuesday","2019-10","10",0,0,0
"640",2019-10-02,10313,"Wednesday","2019-10","10",0,0,0
"641",2019-10-03,9058,"Thursday","2019-10","10",0,0,0
"642",2019-10-04,9589,"Friday","2019-10","10",0,0,0
"643",2019-10-05,998,"Saturday","2019-10","10",0,0,0
"644",2019-10-06,13,"Sunday","2019-10","10",0,0,0
"645",2019-10-07,11850,"Monday","2019-10","10",0,0,0
"646",2019-10-08,11030,"Tuesday","2019-10","10",0,0,0
"647",2019-10-09,9361,"Wednesday","2019-10","10",0,0,0
"648",2019-10-10,7917,"Thursday","2019-10","10",0,0,0
"649",2019-10-11,9870,"Friday","2019-10","10",0,0,0
"650",2019-10-12,2160,"Saturday","2019-10","10",0,0,0
"651",2019-10-13,13,"Sunday","2019-10","10",0,0,0
"652",2019-10-14,11861,"Monday","2019-10","10",0,0,0
"653",2019-10-15,10932,"Tuesday","2019-10","10",0,0,0
"654",2019-10-16,8252,"Wednesday","2019-10","10",0,0,0
"655",2019-10-17,9092,"Thursday","2019-10","10",0,0,0
"656",2019-10-18,9921,"Friday","2019-10","10",0,0,0
"657",2019-10-19,1639,"Saturday","2019-10","10",0,0,0
"658",2019-10-20,13,"Sunday","2019-10","10",0,0,0
"659",2019-10-21,10898,"Monday","2019-10","10",0,0,0
"660",2019-10-22,9811,"Tuesday","2019-10","10",0,0,0
"661",2019-10-23,9536,"Wednesday","2019-10","10",0,0,0
"662",2019-10-24,8665,"Thursday","2019-10","10",0,0,0
"663",2019-10-25,8376,"Friday","2019-10","10",0,0,0
"664",2019-10-26,871,"Saturday","2019-10","10",0,0,0
"665",2019-10-27,13,"Sunday","2019-10","10",0,0,0
"666",2019-10-28,10420,"Monday","2019-10","10",0,0,0
"667",2019-10-29,9697,"Tuesday","2019-10","10",0,0,0
"668",2019-10-30,9481,"Wednesday","2019-10","10",0,0,0
"669",2019-10-31,8195,"Thursday","2019-10","10",0,0,0
"670",2019-11-01,9238,"Friday","2019-11","11",0,0,0
"671",2019-11-02,663,"Saturday","2019-11","11",0,0,0
"672",2019-11-03,13,"Sunday","2019-11","11",0,0,0
"673",2019-11-04,11829,"Monday","2019-11","11",0,0,0
"674",2019-11-05,9991,"Tuesday","2019-11","11",0,0,0
"675",2019-11-06,10109,"Wednesday","2019-11","11",0,0,0
"676",2019-11-07,9271,"Thursday","2019-11","11",0,0,0
"677",2019-11-08,9637,"Friday","2019-11","11",0,0,0
"678",2019-11-09,551,"Saturday","2019-11","11",0,0,0
"679",2019-11-10,1,"Sunday","2019-11","11",0,0,0
"680",2019-11-11,11214,"Monday","2019-11","11",0,0,0
"681",2019-11-12,10161,"Tuesday","2019-11","11",0,0,0
"682",2019-11-13,9683,"Wednesday","2019-11","11",0,0,0
"683",2019-11-14,8587,"Thursday","2019-11","11",0,0,0
"684",2019-11-15,9379,"Friday","2019-11","11",0,0,0
"685",2019-11-16,930,"Saturday","2019-11","11",0,0,0
"686",2019-11-17,13,"Sunday","2019-11","11",0,0,0
"687",2019-11-18,11046,"Monday","2019-11","11",0,0,0
"688",2019-11-19,10228,"Tuesday","2019-11","11",0,0,0
"689",2019-11-20,9527,"Wednesday","2019-11","11",0,0,0
"690",2019-11-21,8694,"Thursday","2019-11","11",0,0,0
"691",2019-11-22,9293,"Friday","2019-11","11",0,0,0
"692",2019-11-23,369,"Saturday","2019-11","11",0,0,0
"693",2019-11-24,1,"Sunday","2019-11","11",0,0,0
"694",2019-11-25,11496,"Monday","2019-11","11",0,0,0
"695",2019-11-26,10642,"Tuesday","2019-11","11",0,0,0
"696",2019-11-27,6833,"Wednesday","2019-11","11",0,0,0
"697",2019-11-28,8774,"Thursday","2019-11","11",0,0,0
"698",2019-11-29,9163,"Friday","2019-11","11",0,0,0
"699",2019-11-30,387,"Saturday","2019-11","11",0,0,0
"700",2019-12-01,79,"Sunday","2019-12","12",0,0,0
"701",2019-12-02,11283,"Monday","2019-12","12",0,0,0
"702",2019-12-03,10298,"Tuesday","2019-12","12",0,0,0
"703",2019-12-04,9633,"Wednesday","2019-12","12",0,0,0
"704",2019-12-05,8552,"Thursday","2019-12","12",0,0,0
"705",2019-12-06,9080,"Friday","2019-12","12",0,0,0
"706",2019-12-07,440,"Saturday","2019-12","12",0,0,0
"707",2019-12-08,13,"Sunday","2019-12","12",0,0,0
"708",2019-12-09,10683,"Monday","2019-12","12",0,0,0
"709",2019-12-10,9522,"Tuesday","2019-12","12",0,0,0
"710",2019-12-11,7297,"Wednesday","2019-12","12",0,0,0
"711",2019-12-12,8383,"Thursday","2019-12","12",0,0,0
"712",2019-12-13,8861,"Friday","2019-12","12",0,0,0
"713",2019-12-14,393,"Saturday","2019-12","12",0,0,0
"714",2019-12-15,13,"Sunday","2019-12","12",0,0,0
"715",2019-12-16,10885,"Monday","2019-12","12",0,0,0
"716",2019-12-17,9692,"Tuesday","2019-12","12",0,0,0
"717",2019-12-18,9470,"Wednesday","2019-12","12",0,0,0
"718",2019-12-19,8270,"Thursday","2019-12","12",0,0,0
"719",2019-12-20,8639,"Friday","2019-12","12",0,0,0
"720",2019-12-21,244,"Saturday","2019-12","12",0,0,0
"721",2019-12-22,13,"Sunday","2019-12","12",0,0,0
"722",2019-12-23,9706,"Monday","2019-12","12",0,0,0
"723",2019-12-24,5649,"Tuesday","2019-12","12",0,0,0
"724",2019-12-25,1,"Wednesday","2019-12","12",0,0,0
"725",2019-12-26,2,"Thursday","2019-12","12",0,0,0
"726",2019-12-27,7139,"Friday","2019-12","12",0,0,0
"727",2019-12-28,87,"Saturday","2019-12","12",0,0,0
"728",2019-12-29,13,"Sunday","2019-12","12",0,0,0
"729",2019-12-30,9316,"Monday","2019-12","12",0,0,0
"730",2019-12-31,6950,"Tuesday","2019-12","12",0,0,0
